,Text,Label
1179,"TV future in the hands of viewers
 
 With home theatre systems, plasma high-definition TVs, and digital video recorders moving into the living room, the way people watch TV will be radically different in five years' time.
 
 That is according to an expert panel which gathered at the annual Consumer Electronics Show in Las Vegas to discuss how these new technologies will impact one of our favourite pastimes. With the US leading the trend, programmes and other content will be delivered to viewers via home networks, through cable, satellite, telecoms companies, and broadband service providers to front rooms and portable devices.
 
 One of the most talked-about technologies of CES has been digital and personal video recorders (DVR and PVR). These set-top boxes, like the US's TiVo and the UK's Sky+ system, allow people to record, store, play, pause and forward wind TV programmes when they want.
 
 Essentially, the technology allows for much more personalised TV. They are also being built-in to high-definition TV sets, which are big business in Japan and the US, but slower to take off in Europe because of the lack of high-definition programming. Not only can people forward wind through adverts, they can also forget about abiding by network and channel schedules, putting together their own a-la-carte entertainment. But some US networks and cable and satellite companies are worried about what it means for them in terms of advertising revenues as well as ""brand identity"" and viewer loyalty to channels. Although the US leads in this technology at the moment, it is also a concern that is being raised in Europe, particularly with the growing uptake of services like Sky+. ""What happens here today, we will see in nine months to a years' time in the UK,"" Adam Hume, the BBC Broadcast's futurologist told the BBC News website. For the likes of the BBC, there are no issues of lost advertising revenue yet. It is a more pressing issue at the moment for commercial UK broadcasters, but brand loyalty is important for everyone. ""We will be talking more about content brands rather than network brands,"" said Tim Hanlon, from brand communications firm Starcom MediaVest. ""The reality is that with broadband connections, anybody can be the producer of content."" He added: ""The challenge now is that it is hard to promote a programme with so much choice.""
 
 What this means, said Stacey Jolna, senior vice president of TV Guide TV group, is that the way people find the content they want to watch has to be simplified for TV viewers. It means that networks, in US terms, or channels could take a leaf out of Google's book and be the search engine of the future, instead of the scheduler to help people find what they want to watch. This kind of channel model might work for the younger iPod generation which is used to taking control of their gadgets and what they play on them. But it might not suit everyone, the panel recognised. Older generations are more comfortable with familiar schedules and channel brands because they know what they are getting. They perhaps do not want so much of the choice put into their hands, Mr Hanlon suggested. ""On the other end, you have the kids just out of diapers who are pushing buttons already - everything is possible and available to them,"" said Mr Hanlon. ""Ultimately, the consumer will tell the market they want.""
 
 Of the 50,000 new gadgets and technologies being showcased at CES, many of them are about enhancing the TV-watching experience. High-definition TV sets are everywhere and many new models of LCD (Liquid Crystal Display) TVs have been launched with DVR capability built into them, instead of being external boxes. One such example launched at the show is Humax's 26-inch LCD TV with an 80-hour TiVo DVR and DVD recorder. One of the US's biggest satellite TV companies, DirectTV, has even launched its own branded DVR at the show with 100-hours of recording capability, instant replay, and a search function. The set can pause and rewind TV for up to 90 hours. And Microsoft chief Bill Gates announced in his pre-show keynote speech a partnership with TiVo, called TiVoToGo, which means people can play recorded programmes on Windows PCs and mobile devices. All these reflect the increasing trend of freeing up multimedia so that people can watch what they want, when they want.
",2
817,"Ireland win eclipses refereeing 'errors'
 
 The International Rugby Board may have to step in to stop frustrated coaches and players from publicly haranguing referees when things go belly-up.
 
 It may have to go the whole way and have NFL-style video cameras all over the field, or slap the vociferous perpetrators over the knuckles. What the IRB does not want is a football scenario where the verbal slanging matches often overshadow the game itself. Sunday's explosive Six Nations clash at Lansdowne Road was a good example as Ireland took another step towards their first Grand Slam since 1948. The game was as exciting as it comes, with a much-improved England side enraged at a few decisions that did not go their way. One can understand that frustration. There was no doubt that Ireland had the rub of the green in their 19-13 victory, but the reaction from the England camp may not have endeared them to the sport's ""blazers"". Referee Jonathan Kaplan was not perfect by any means and two decisions in particular made him the villain of the piece. I doubt whether Kaplan would have been too pleased at the comments made. After all, he has no public recourse to criticism.
 
 It was the same for Simon McDowell, the touch judge who was heavily criticised by Scotland coach Matt Williams after their defeat against France. As far as England were concerned, there were queries over Mark Cueto's first half-effort when he went over in the corner from a Charlie Hodgson kick.
 
 England coach Andy Robinson referred to a similar case at Ravenhill in January when Ulster were playing Gloucester in the Heineken Cup. On that occasion, David Humphreys kicked to Tommy Bowe, who touched down in the corner only for the try to be wiped out. But you cannot have cameras at every conceivable angle to pick up such anomalies. Perhaps Robinson was right to say the referee should have gone upstairs when Josh Lewsey was driven over the Irish line near the end.
 
 Lewsey claims he touched it down and was in full control. However, one has to credit Ireland flanker Johnny O'Connor for cleverly scooping the ball away and blocking any evidence of a touchdown. But in rugby, everything tends to even out over the 80 minutes. The referee also missed England's Danny Grewcock taking out Ronan O'Gara off the ball to allow Martin Corry a Sunday stroll to the line. Those were the stand-out moments in a classic game between the two old foes.
 
 But there were many more, and one should not take away from those. Brian O'Driscoll's winning try was as well-conceived as they come, while Charlie Hodgson's brilliant kicking display was another highlight. And Ronan O'Gara's tremendous ability to control the game was also a crucial component. But the defining moments came with Ireland under the cosh in the final 15 minutes. Two outstanding pieces of defensive play denied England and allowed Ireland to hold on. The first was Denis Hickie's brilliant double tackle in the right-hand corner. He gobbled up Cueto from another Hodgson cross-field kick, then regained his feet to stop Lewsey from scoring a certain try. Ireland's second-row colossus Paul O'Connell was equally superb. England had turned Ireland one way then the other, and the defence cordon was slowly disintegrating. England prop Matt Stevens ran in at full steam to suck in a few more tacklers. Unfortunately he ran into O'Connell who hit him hard - very hard - and then wrestled the ball away for a crucial turnover. That spoke volumes about Ireland's back-foot display, with defensive coach Mike Ford taking a bow at the end. To win a game like that showed that Ireland have moved forward. It may be tries that win games, but it is defence that wins championships.
",1
874,"Hearts 2-1 Livingston
 
 Hearts wrapped up their Scottish Cup quarter-final tie against Livingston with two goals in the first 10 minutes.
 
 Lee Miller scored inside the opening 60 seconds, heading over Colin Meldrum and into the net from a Jamie McAllister free kick. McAllister himself scored the second when he met Saul Mikoliunas' cross at the back post to put the game beyond the visitors. Craig Easton headed in a controversial goal after an hour but Hearts held on. The opening goal came after Gus Bahoken had clumsily fouled Miller 35 yards from goal. McAllister floated the free kick into the Livi box and Miller outjumped the static visiting defence to loop his header from 10 yards over Meldrum. With just 10 minutes on the clock, the home side doubled their lead. Mikoliunas sprinted down the right, crossed to the back post where McAllister raced in to head past Meldrum. Moments later Miller came close to grabbing his second with a first-time drive from 16 yards, which skimmed the bar.
 
 Then McAllister picked up a pass from Stephen Simmons and drove an angled shot from 20 yards narrowly past Meldrum's far post. The impressive Mikoliunas twice went close before half time - a low drive was comfortably gathered by Meldrum and then he curled a left-footed shot past the keeper's right-hand post. Livi manager Richard Gough made three changes at the interval, bringing on defender Goran Stanic, midfielder Gabor Vincze, and striker Ferenc Horvath for Bahoken, Derek Lilley and Mark Wilson. But, in the opening stages of the second period, little changed. However, the West Lothian side gave themselves a lifeline with a controversial goal. Eric Deloumeaux sent Jason Dair away on the right and he tried to give the ball to McPake, who looked to be in an offside position. The Livi striker ignored the pass, however, and Dair ran on to it and played Easton in at the back post and he headed home from close range. The home side called for offside against McPake but referee Alan Freeland ignored their claims and pointed to the centre-circle. Livi went all out for the equaliser. In the 87th minute, Burton O'Brien was hauled back at the edge of the box by Neil MacFarlane, but Dair sent his shot just inches wide.
 
 Gordon, Webster, Miller, Hartley, Neilson, McAllister, Simmons (MacFarlane 64), Berra, Burchill (Wyness 82), Mikoliunas (Cesnauskis 77), Wallace.
 
 Moilanen, Kizys.
 
 Berra, Webster.
 
 Miller 1, McAllister 10.
 
 Meldrum, McNamee, Bahoken (Stanic 45), Deloumeaux, Strong, Dair, Easton, Mark Wilson (Vincze 45), Lilley (Horvath 45), O'Brien, McPake.
 
 McKenzie, Hand.
 
 : Vincze, Horvath.
 
 Easton 60.
 
 9,796
 
 A Freeland
",1
96,"Labour's election love-in
 
 Peace and love have been in short supply in the Labour party in recent days.
 
 If press reports are to be believed, Alan Milburn and Gordon Brown have been at each other's throats over the contents of Labour's next election manifesto. But the pair were all smiles on Tuesday morning, as they joined John Prescott to unveil Labour's latest poster campaign. The event - at Old Billingsgate Fish Market on the banks of the Thames - was a carefully choreographed show of unity. And the surest sign yet that we are heading for a general election in the next few months. It was also one of the most bizarre photo opportunities of recent years.
 
 The first inkling something slightly odd was afoot was when - in place of the soft rock music normally chosen for such occasions - Labour's speakers crackled to life with the sound of Booker T and the MGs. Then a VW camper van trundled into view, decked out in that most mind-bending of psychedelic messages - ""lowest mortgage rate for 40 years"". As the side-door slid open, it looked for one glorious moment as if the Cabinet had decided to bury their differences and go on the road together, Scooby Doo-style. But, sadly, it wasn't the Cabinet who had raided the dressing-up box - just six rather ill-at-ease looking Labour students. Two were dressed as Regency dandies - to unveil a poster trumpeting ""the longest period of economic growth for 200 years"". Another pair of students were in a Beatle wig and Sgt Pepper jacket to highlight the ""lowest interest rates since the 1960s"".
 
 The remaining two were dressed in a vague approximation of disco chic to demonstrate the ""lowest unemployment since the seventies"".
 
 The politicians - led out by John Prescott - were soberly-suited as always. The event may have been designed to highlight Labour's economic success under Mr Brown, but there was little doubt who was in charge. The chancellor walked side-by-side with Mr Milburn, pointedly exchanging chit chat, as they approached the microphone. But it was Mr Milburn who took centre stage, speaking of the ""positive campaign"" the party hoped to stage in the ""coming weeks and months"".
 
 The mobile poster vans would ""let people know Britain is working again"". Mr Brown repeated the familiar mantras displayed on the posters and spoke of Labour's ""shared purpose"" and ""united dedication"". It was left to Mr Prescott to pay glowing tribute to the chancellor's record and, in a final flourish, to produce his famous pledge card, from 1997, claiming Labour has met all of its promises. The event was carefully stage-managed to underline Cabinet unity. And, more specifically, to demonstrate the ""central role"" Mr Brown will play in the election campaign, despite being sidelined as campaign chief in favour of Mr Milburn.
 
 But keen students of body language will have had a field day. There was much forced smiling for the cameras, but only Mr Prescott, who revels in such occasions, seemed to be truly enjoying himself. Mr Milburn made a point of turning to face the chancellor, as he spoke, nodding thoughtfully. But it was the former health secretary's final gesture, placing an arm on Mr Brown's back as they walked away from the microphones, which was perhaps the most telling. Thanks for dropping by Gordon, he might have been saying.
",0
473,"Holmes urged to compete at Worlds
 
 Jolanda Ceplak has urged Britain's Kelly Holmes to continue competing at the major championships.
 
 Double Olympic gold medallist Holmes has strongly hinted she will not run in this year's Worlds and is undecided about next month's European Indoors. But World Indoor 800m record holder Ceplak said: ""There is never an easy race when she is in the field. There is only excitement at what might happen. ""It is good for the sport. She always fetches the best out of everyone."" Ceplak has been a great rival of Holmes' during the Briton's career and the pair fell out when Holmes questioned the manner of the Slovenian's runaway 800m victory at the 2002 European Championships. But the controversy has since been forgotten, with Ceplak acting as pacemaker for Holmes' failed attempt on the British Indoor 1500m record at the Norwich Union Grand Prix in Birmingham in 2003.
 
 Ceplak added: ""I like running against her - you know the race is always going to be fast. ""That is the sort of competition that I like. She is special to me. She was like my idol from the beginning of my career."" Meanwhile, Ceplak will be looking to follow up last Saturday's win in Boston with a fast time and victory in Friday's Night of Athletics in Erfurt, Germany. Britain's Jason Gardener had been expected to defend his 60m title in Erfurt but instead he will save himself for a competition in Leipzig on Sunday. Gardener's decision means Scotland's 400m man Ian Mackie will carry British hopes in what looks sure to be a tough preparation for next weekend's Norwich Union European trials in Sheffield.
",1
2161,"Mixed Christmas for US retailers
 
 US retailers posted mixed results for December - with luxury retailers faring well while many others were forced to slash prices to lift sales.
 
 Upscale department store Nordstrom said same store sales were 9.3% higher than during the same period last year. Trendy youth labels also sold well, with sales jumping 28% at young women's clothing retailer Bebe Stores and 32.2% at American Eagle Outfitters. But Wal-Mart only saw its sales rise after it cut prices. The company saw a 3% rise in December sales, less than the 4.3% rise seen a year earlier.
 
 Customers at the world's biggest retailer are generally seen to be the most vulnerable to America's economic woes.
 
 Commentators claim many have cut back on spending amid uncertainty over job security, while low and middle-income Americans have reined in spending in the face of higher gasoline prices. Analysts said Wal-Mart faced a ""stand-off"" with shoppers, stepping up its discounts as the festive season wore on, as consumers waited longer to get the best bargains. However, experts added that if prices had not been cut across the sector, Christmas sales - which account for nearly 23% of annual retail sales - would have been far worse. ""So far, we are faring better than expected, but the results are still split,"" Ken Perkins, an analyst at research firm RetailMetrics LLC, told Associated Press. ""Stores that have been struggling over the last couple of months appear to be continuing that trend. And for stores that have been doing well over the last several months, December was a good month."" Overall, December sales are forecast to rise by 4.5% to $220bn - less than the 5.1% increase seen a year earlier.
 
 One discount retailer to fare well in December was Costco Wholesale, which continued a recent run of upbeat results with a better-than-expected 8% jump in same store sales. However, the losers were many and varied. Home furnishings store Pier 1 Imports saw its same store sales sink by a larger-than-forecast 8.8% as it battled fierce competition. Leading electronics chain Best Buy, meanwhile, missed its sales target of a 3-5% rise in sales, turning in a 2.5% increase over the Christmas period. Accessory vendor Claire's Stores also suffered as an expected last minute shopping rush never materialised, leaving its same store sales 5% higher, compared to a 6% rise last year. Jeweller Zale also felt little Christmas cheer with December sales down 0.7% on the same month last year. ""This was not a good period for retailers or shoppers. We saw a dearth of exciting, new items,"" Kurt Barnard, president of industry forecaster Retail Consulting Group, said. However, one beneficiary of the desertion of the High Street is expected to be online stores. According to a survey by Goldman Sachs & Co, Harris Interactive and Neilsen/Net Ratings sales surged 25% over the holiday season to $23.2bn.
",4
1128,"Virus poses as Christmas e-mail
 
 Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.
 
 The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail. Anti-virus firms speculate that this multilingual ability is helping the malicious program spread widely online. Anti-virus firm Sophos said that 10% of the e-mail currently on the net was infected with the Zafi virus.
 
 Like many other Windows viruses, Zafi-D plunders Microsoft Outlook for e-mail addresses and then uses mail-sending software to despatch itself across the web to new victims. To be infected users must open up the attachment travelling with the message which bears the code for the malicious bug. The attachment on the e-mail poses as an electronic Christmas card but anyone opening it will simply get a crude image of two smiley faces.
 
 The virus' subject line says ""Merry Christmas"" and translates this into one of 15 languages depending of the final suffix of the e-mail address the infected message has been sent to. The message in the body of the e-mail reads: ""Happy Holidays"" and this too is translated. On infected machines the virus tries to disable anti-virus and firewall software and opens up a backdoor on the PC to hand over control to the writer of the virus. The virus is thought to have spread most widely in South America, Italy, Spain, Bulgaria and Hungary. The original Zafi virus appeared in April this year. ""We have seen these hoaxes for several Christmases already, and personally I prefer traditional pen and paper cards, and we recommend this to all our clients too,"" said Mikko Hypponen, who heads F-Secure's anti-virus team.
",2
1081,"Toxic web links help virus spread
 
 Virus writers have begun using the power of the web to spread their malicious wares.
 
 A Windows virus called Bofra is turning infected machines into distributors of its malicious code. Those clicking on the poisoned links in e-mail messages sent out by infected machines may fall victim to the virus. The trick is being used to prevent the progam being caught by anti-virus software that combs through code contained in e-mail attachments.
 
 The virus that uses this trick is called Bofra and the first member of the family of worms appeared on 10 November. They exploit a Windows vulnerability that was discovered only a few days earlier.
 
 Like many other recent viruses, Bofra plunders the address book in Microsoft Outlook for e-mail addresses and scours other files on an infected machine for fresh target addresses. The virus uses its own mail sending software to despatch e-mail messages to potential victims but, unlike many other recent viruses, does not itself travel via mail. Instead the body of the mail messages sent out contain fake weblinks that, when clicked on, connect back to the machine that distributed that e-mail. Essentially, Bofra turns infected machines into small web servers that happily dole out copies of the virus. The messages try to trick people into clicking on the links by promising pornographic videos and images or by posing as payment confirmation for a Paypal transaction.
 
 Copies of the messages seen by the BBC News website had bright yellow and green backgrounds. Those clicking on the links will inadvertently download the Bofra virus which will then start searching for new addresses to send itself to. Filtering firm Clearswift said this tactic of creating thousands of mini web servers was designed to help the virus spread quickly and avoid attempts to shut it down. In the past other malicious programs have relied on a single web server that downloads viral code to target machines. Shutting down this central server usually stops the virus spreading.
 
 Clearswift said that fact that no viral code travels in the e-mail messages sent out by machines infected by Bofra could hamper effects to limit its spread. Finnish anti-virus firm F-Secure said that, so far, it had not seen many copies of the Bofra virus and its variants in circulation.
 
 Tim Warner, spokesman for anti-virus firm Finjan, said: ""You have people getting very creative now to deliver the virus and get it propagating."" Mr Warner said organisations needed to prepare deep defences to keep out the modern form of malicious mobile code. ""Most firms have secured their e-mail gateway,"" said Mr Warner, ""but the irony is that most of them let malicious content through the web gateways."" He said behavioural systems that monitor what users do can help to spot when viruses have penetrated organisations and have started hunting for other victims. The Bofra family of viruses, which were originally thought to be offshoots of the MyDoom bug, can infect machines running Windows 2000, 95, 98, Me, NT, XP and Server 2003. Users running Windows XP that have applied the SP2 update are not vulnerable to the loophole that Bofra exploits.
",2
154,"Blair prepares to name poll date
 
 Tony Blair is likely to name 5 May as election day when Parliament returns from its Easter break, the BBC's political editor has learned.
 
 Andrew Marr says Mr Blair will ask the Queen on 4 or 5 April to dissolve Parliament at the end of that week. Mr Blair has so far resisted calls for him to name the day but all parties have stepped up campaigning recently. Downing Street would not be drawn on the claim, saying election timing was a matter for the prime minister.
 
 A Number 10 spokeswoman would only say: ""He will announce an election when he wants to announce an election."" The move will signal a frantic week at Westminster as the government is likely to try to get key legislation through Parliament. The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April.
 
 But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill. Mr Marr said on Wednesday's Today programme: ""There's almost nobody at a senior level inside the government or in Parliament itself who doesn't expect the election to be called on 4 or 5 April. ""As soon as the Commons is back after the short Easter recess, Tony Blair whips up to the Palace, asks the Queen to dissolve Parliament ... and we're going."" The Labour government officially has until June 2006 to hold general election, but in recent years governments have favoured four-year terms.
",0
1785,"S Korea spending boost to economy
 
 South Korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy.
 
 It has earmarked 100 trillion won ($96bn) for the first six months of 2005, 60% of its total annual budget. The government's main problems are ""slumping consumption and a contraction in the construction industry"". It aims to create 400,000 jobs and will focus on infrastructure and home building, as well as providing public firms with money to hire new workers.
 
 The government has set an economic growth rate target of 5% for next year and hinted that would be in danger unless it took action. ""Internal and external economic conditions are likely to remain unfavourable in 2005,"" the Finance and Economy Ministry said in a statement.
 
 It blamed ""continuing uncertainties such as fluctuating oil prices and foreign exchange rates and stagnant domestic demand that has shown few signs of a quick rebound"". In 2004, growth will be between 4.7% and 4.8%, the ministry said. Not everyone is convinced the plan will work. ""Our primary worry centres on the what we believe is the government's overly optimistic view that its front loading of the budget will be enough to turn the economy around,"" consultancy 4Cast said in a report.
 
 The problem facing South Korea is that many consumers are reeling from the effects of a credit bubble that only recently burst. Millions of South Koreans are defaulting on their credit card bills, and the country's biggest card lender has been hovering on the verge of bankruptcy for months. As part of its spending plans, the government said it will ask firms to ""roll over mortgage loans that come due in the first half of 2005"" . It also pledged to look at ways of helping families on low incomes.
 
 The government voiced concern about the effect of redundancies in the building trade. ""Given the economic spill over and employment effect in the construction sector, a sharp downturn in the construction industry could have other adverse effects,"" the ministry said.
 
 As a result, South Korea will give private companies also will be given the chance to build schools, hospitals, houses and other public buildings. It also will look at real estate tax system. Other plans on the table include promoting new industries such as bio-technology and nano-technology, as well as offering increased support to small and medium sized businesses. ""The focus will be on job creation and economic recovery, given that unfavourable domestic and global conditions are likely to dog the Korean economy in 2005,"" the ministry said.
",4
2038,"M&S cuts prices by average of 24%
 
 Marks & Spencer has cut prices in London and the regions by an average of 24%, according to research from a City investment bank.
 
 Dresdner Kleinwort Wasserstein said: ""In spite of the snow in the UK, it still feels very early to be cutting prices of spring merchandise."" Stuart Rose, head of M&S, said last year its prices were too high. ""We are bringing in ranges at new price points to compete against mid-market retailers like Next,"" said M&S.
 
 Next is one of M&S's biggest competitors and the move may force it to lower prices. DrKW said the cuts are either to clear stock or could indicate a longer term ""step change in pricing in certain areas"" at M&S. ""Either way, this cannot be good news for M&S' margin,"" it added. ""We have brought in quite a lot of new clothing at new price points as part of Stuart Rose's strategy of quality, style -and price,"" said the M&S spokesman. Many analysts believe February is proving to be a difficult month for retailers and British Retail Consortium figures, due in a few weeks, are expected to reflect the tough trading environment. Separately, investment bank Goldman Sachs produced reseach showing that a basket of 35 M&S goods is now 11% above the high-street average, compared with 43% higher last year.
 
 It has been a strange week for M&S, which on Tuesday received a statement from Philip Green, the billionaire Bhs owner, confirming he was not rebidding for the company. This was followed the same day by Mark Paulsmeier, a South African financier, issuing a press release saying his Paulsmeier Group was interested in M&S. A sudden spike in M&S's share price followed. However, an M&S spokesman said on Sunday it had no evidence that Mr Paulsmeier had lined up sufficient finance for a bid. He also said the Takeover Panel and the UK's financial watchdog the Financial Services Authority had been in touch with M&S at the beginning of the week to find out what it knew about the Paulsmeier developments.
",4
360,"Blair sets date for Africa report
 
 The Commission for Africa's report will be released on 11 March - Comic Relief day, Tony Blair has said.
 
 July's G8 summit in Gleneagles in Perthshire - chaired by the prime minister - will use the report as the basis for talks on Africa. The announcement followed the final meeting of the commission - which includes singer Bob Geldof - in London. As well as more aid, fairer trade and less debt, the commission is likely to demand action on corruption in Africa. Mr Blair told a news conference: ""It will be a report that's brutally frank about the reality, but I hope idealistic about what can be done if the will is there. ""It's an ambitious project we have set ourselves and you will have to judge on its outcome when we publish it.""
 
 Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8. He acknowledged he would have a ""a job of persuading to do"" on other nations to get the necessary commitment to debt relief. Bob Geldof, in characteristically blunt style, promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for Africa. The former rock star's presence on the commission has been interpreted as a sign that it will be uncompromising in its demands. The people involved include two African government leaders and a range of other African politicians, as well as experts from some other developed countries.
",0
2085,"Reliance unit loses Anil Ambani
 
 Anil Ambani, the younger of the two brothers in charge of India's largest private company, has resigned from running its petrochemicals subsidiary.
 
 The move is likely to be seen as the latest twist in a feud between Mr Ambani and his brother Mukesh. Anil, 45, has stepped down as director and vice-chairman of Indian Petrochemicals Corporation (IPC). The company was not available for comment. IPC is 46%-owned by Reliance Industries which in turn is run by Mukesh. Mukesh has spoken of ownership issues between the two brothers, who took over control of the Reliance empire following the death of their father in July, 2002.
 
 Reliance's operations have massive reach, covering textiles, telecommunications, petrochemicals, petroleum refining and marketing, as well as oil and gas exploration, insurance and financial services. The brothers' spat has hogged headlines in India during recent weeks, despite a denial from the family that there was anything wrong. Speculation has been rife about what has triggered the stand-off, with some observers blaming Anil's political ambitions, others the heavy investment by Mukesh and Reliance in a mobile phone venture. Shares of IPC dipped on the news in Mumbai, but recovered to trade almost 6% higher. Reliance shares added 1.7%, while Reliance Energy, headed by Anil, jumped 7%.
",4
1649,"Church urges Nelly show boycott
 
 Church ministers are trying to prevent rapper Nelly performing in Arkansas, saying they do not want his ""vile and filthy lyrics"" in their town.
 
 More than 20 Jonesboro ministers urged music fans to boycott Nelly's 12 March concert at Arkansas State University in a bid to have it cancelled. ""Jonesboro is a wonderful city because of what does not come here,"" said the Reverend Adrian Rodgers. But a venue spokesman said more than 5,500 tickets had been sold so far.
 
 Mr Rodgers, of the Fullness of Joy Church, said he was concerned about the rapper's lyrics that include references to drugs, sex and violence, and songs that the minister said were demeaning to women. Ministers were worried that bringing such acts to Jonesboro would lead to problems. ""Tear the tickets up,"" Mr Rodgers said. ""Do not go and do not allow your children to go.""
 
 Tim Dean, director of the Arkansas State University venue, said ticket sales had been brisk. ""It would appear that with ticket sales over 5,000, many others have expressed their right to find Nelly's music entertaining and worth spending their time and money on,"" he said. Nelly has sold more than 30 million singles and albums worldwide, and in September 2004 simultaneously occupied the number one and two positions in the US albums chart. He has had 12 UK hit singles, including Hot in Herre, Dilemma and recent number one Over and Over.
",3
717,"Slovakia seal Hopman Cup success
 
 Slovakia clinched the Hopman Cup for the second time by beating Argentina 3-0 in Saturday's final in Perth.
 
 Daniela Hantuchova put the third seeds ahead, recovering from a terrible start to beat Gisela Dulko 1-6 6-4 6-4. Dominik Hrbaty, who had not lost a set in his three singles matches in the group stages, then upset world number seven Guillermo Coria 6-4 6-1. Hantuchova and Hrbaty then won the mixed doubles after Coria was forced to withdraw because of a sore back. Slovakia's win made up for last year's final defeat to the United States. ""I would like to congratulate Daniela,"" Hrbaty said. ""I was so nervous watching her today, I almost had a heart attack. ""I also feel a little sorry for Guillermo because I get very excited whenever I play for my country. I show lots of emotions and played such good tennis.""
 
 World number 31 Hantuchova, ranked two places above Dulko, looked nervous as she dropped the first four games of the match. Dulko, who had lost all three of her singles matches in the group stages, grew in confidence and took the opening set in just 27 minutes. But Hantuchova hit back to take the next two and the match. ""I was so nervous because I really wanted to win for the team and for Dominik as he played so well all week,"" she said. ""I didn't think I was playing my best but I just tried to hang in there and fight hard for every point for my country."" Slovakia won the Cup on their first appearance in 1998 when Karol Kucera and Karina Habsudova beat France.
",1
1905,"Soaring oil 'hits world economy'
 
 The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the OECD.
 
 In its latest bi-annual report, the OECD cut its growth predictions for the world's main industrialised regions. US growth would reach 4.4% in 2004, but fall to 3.3% next year from a previous estimate of 3.7%, the OECD said. However, the Paris-based economics think tank said it believed the global economy could still regain momentum.
 
 Forecasts for Japanese growth were also scaled back to 4.0% from 4.4% this year and 2.1% from 2.8% in 2005. But the outlook was worst for the 12-member eurozone bloc, with already sluggish growth forecasts slipping to 1.8% from 2.0% this year and 1.9% from 2.4% in 2005, the OECD said. Overall, the report forecast total growth of 3.6% in 2004 for the 30 member countries of the OECD, slipping to 2.9% next year before recovering to 3.1% in 2006. ""There are nonetheless good reasons to believe that despite recent oil price turbulence the world economy will regain momentum in a not-too-distant future,"" said Jean-Philippe Cotis, the OECD's chief economist. The price of crude is about 50% higher than it was at the start of 2004, but down on the record high of $55.67 set in late October.
 
 A dip in oil prices and improving jobs prospects would improve consumer confidence and spending, the OECD said. ""The oil shock is not enormous by historical standards - we have seen worse in the seventies. If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report. ""The recovery that was underway, and has been interrupted a bit by the oil shock this year, would then regain momentum in the course of 2005."" China's booming economy and a ""spectacular comeback"" in Japan - albeit one that has faltered in recent months - would help world economic recovery, the OECD said. ""Supported by strong balance sheets and high profits, the recovery of business investment should continue in North America and start in earnest in Europe,"" it added. However, the report warned: ""It remains to be seen whether continental Europe will play a strong supportive role through a marked upswing of final domestic demand."" The OECD highlighted current depressed household expenditure in Germany and the eurozone's over-reliance on export-led growth.
",4
1600,"Spark heads world Booker list
 
 Dame Muriel Spark is among three British authors who have made the shortlist for the inaugural international Booker Prize.
 
 Doris Lessing and Ian McEwan have also been nominated. McEwan and Margaret Atwood are the only nominees to have previously won the main Booker Prize. The new Â£60,000 award is open to writers of all nationalities who write in English or are widely translated. The prize commends an author for their body of work instead of one book.
 
 Gabriel Garcia Marquez, Saul Bellow, Milan Kundera and John Updike also feature on the 18-strong list of world literary figures.
 
 But other past winners of the regular Booker Prize, such as Salman Rushdie, JM Coetzee and Kazuo Ishiguro have failed to make the shortlist. The prize, which will be awarded in London in June, will be given once every two years. It will reward an author - who must be living - for ""continued creativity, development and overall contribution to fiction on the world stage"". An author can only win once. The international award was started in response to criticisms that the Booker Prize is only open to British and Commonwealth authors.
 
 
 
 Margaret Atwood (Canada) Saul Bellow (Canada) Gabriel Garcia Marquez (Colombia) Gunter Grass (Germany) Ismail Kadare (Albania) Milan Kundera (Czech Republic) Stanislaw Lem (Poland) Doris Lessing (UK) Ian McEwan (UK) Naguib Mahfouz (Egypt) Tomas Eloy Martinez (Argentina) Kenzaburo Oe (Japan) Cynthia Ozick (US) Philip Roth (US) Muriel Spark (UK) Antonio Tabucchi (Italy) John Updike (US) Abraham B Yehoshua (Israel)
",3
